id,guid,name,katWasSum,latitude,longitude,einsAktiv,einsDeutschlandweit,ort,autoLfNr,refLfNrTraeger,validierung,einsKeineNeuenKlienten,einsGeoeffnetDurchgehend,einsGeoeffnetNachVereinbarung,neueKlientenApi,art,typ,strasse,hausnummer,zusatz,plz,fax,telefon,email,homePage,beschreibung,zielgruppen,oeffnungszeiten,arbeitszeiten,landkreis,kat_Verfuegbarkeit,quelle,modifiedBy,createdBy,Kat_Diagnosen,Kat_Konstellation,Kat_Kosten,Kat_PersonRolle,Kat_Sprache,Kat_Themen,Kat_Was,Kat_WasDetail,Kat_Zielgruppe,Kat_Ort,Öffnungszeiten_Montag,Öffnungszeiten_Dienstag,Öffnungszeiten_Mittwoch,Öffnungszeiten_Donnerstag,Öffnungszeiten_Freitag,Öffnungszeiten_Samstag,Öffnungszeiten_Sonntag,Themen,Kat_Haeufigkeit,Kat_Barriere,Kat_PersonAlter
6499,5fb46214-2030-db4f-8afd-b72212b527bc,Betreutes Wohnen Schweinfurt,Wohnen,50.04464510711851,10.236647935753863,True,False,Schweinfurt,Angeb8834,F51191,updated Kleinigkeiten,False,False,False,,,,Rittergasse,10,,97421,,09721-759001 0,schweinfurt@condrobs.de,www.condrobs.de/einrichtungen/betreutes-wohnen-schweinfurt,Ambulant Betreutes Wohnen in der eigenen Wohnung,,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Sucht; Psychische Probleme,Wohnen,Ambulant betreutes Wohnen,Betroffene,"Bei Dir (""aufsuchend""); Vor Ort",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6497,1066c463-5632-1d45-aa1a-8df206f46c9d,Suchtberatung Murnau,Beratung,47.681268450000005,11.20104866002145,True,False,Murnau,Angeb8832,F51191,updated Kleinigkeiten,False,False,False,,,,Reschstraße,1,,82418,,08841-62855 0,garmisch@condrobs.de,www.condrobs.de/einrichtungen/suchtberatung-murnau,"Beratung, ambulante Rehabilitation und Nachsorge",,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,Landkreis Garmisch-Partenkirchen,,Condrobs,,redaktioncondrobs,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Essstörung; Sucht; Psychische Probleme,Beratung,Allgemeine Beratung,Angehörige; Betroffene,Vor Ort; Online / Digital / Telefonisch,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6500,1d627b9e-2976-a948-b92e-dd80934ccc21,Betreutes Wohnen Starnberg,Wohnen,47.9972699,11.339406,True,False,Starnberg,Angeb8835,F51191,updated Kleinigkeiten,False,False,False,,,,Hauptstraße,22,,82319,,"08151-95963-12 -13, -27",starnberg@condrobs.de,www.condrobs.de/einrichtungen/betreutes-wohnen-starnberg,Ambulant Betreutes Wohnen in der eigenen Wohnung,,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,Landkreis Starnberg,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Sucht; Psychische Probleme,Wohnen,Ambulant betreutes Wohnen,Betroffene,"Bei Dir (""aufsuchend""); Vor Ort",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6501,d9bc2f50-d9de-0547-9ded-2e38cbeb26e9,Suchtberatung Starnberg,"Beratung,Wohnen",47.9972699,11.339406,True,False,Starnberg,Angeb8836,F51191,updated Kleinigkeiten,False,False,False,,,,Hauptstraße,22,,82319,,08151-95963 0,starnberg@condrobs.de,www.condrobs.de/einrichtungen/suchtberatung-starnberg,Suchthilfe und betreutes Wohnen,,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,Landkreis Starnberg,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Essstörung; Sucht; Psychische Probleme,Beratung; Wohnen,Allgemeine Beratung; Ambulant betreutes Wohnen,Angehörige; Betroffene,"Vor Ort; Online / Digital / Telefonisch; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6502,1049826c-f0ed-2c4e-b184-b7422089850e,Ambulant Betreutes Wohnen Erding,Wohnen,48.353308350000006,12.131023211515274,True,False,Taufkirchen/Vils,Angeb8837,F51191,updated Kleinigkeiten,False,False,False,,,,Schloßfeldstraße,1,,84416,,08084 45939-30,erding@condrobs.de,https://www.condrobs.de/einrichtungen/abw-erding/,Ambulant Betreutes Wohnen begleitet im Landkreis Erding Menschen mit Suchtkrankheiten im Alltag. Dieses Angebot ermöglicht Erwachsenen ab 21 Jahren das Leben in der eigenen Wohnung und eine regelmäßige persönliche Betreuung.,,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,Landkreis Erding,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Sucht; Psychische Probleme,Wohnen,Ambulant betreutes Wohnen,Betroffene,"Bei Dir (""aufsuchend""); Vor Ort",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6493,ed312fd2-79e3-504d-be7f-ec4f48a9c7c4,Pedro Suchtfachstelle Ost Suchtberatung München,"Beratung,Wohnen",48.08804375,11.641607651188387,True,False,München,Angeb8828,F51191,updated Kleinigkeiten,False,False,False,,,,Therese-Giehse-Allee,69,,81739,,089-189232 10,pedro@condrobs.de,www.condrobs.de/einrichtungen/pedro-suchtfachstelle-ost-suchtberatung,Suchtberatung / Ambulante Rehabilitation,,"Mo, Di, Do 9 – 19 Uhr, Mi, Fr 9 – 16 Uhr ",,,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Essstörung; Sucht; Psychische Probleme,Beratung; Wohnen,Allgemeine Beratung; Ambulant betreutes Wohnen,Angehörige; Betroffene,"Vor Ort; Online / Digital / Telefonisch; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6491,26d1d8b7-a8f8-5a4a-8a30-bcc7b7983c9e,Inizio Nachsorge München,Wohnen,48.1469829,11.6285259,True,False,München,Angeb8826,F51191,updated Kleinigkeiten,False,False,False,,,,Weltenburger Str. ,70,,81677,,089 260107-75,inizio.nachsorge@condrobs.de,https://www.condrobs.de/einrichtungen/inizio-nachsorge/,"Betreuungsangebot für junge Menschen ab 18 Jahren mit Suchttherapieerfahrung. Ziel der Nachsorge ist die Stärkung der Abstinenz, um die Teilhabe am gesellschaftlichen Leben zu ermöglichen.",,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,,,Condrobs,,redaktioncondrobs,,In einer Gruppe; Nur Du,,,Deutsch,Sucht; Psychische Probleme,Wohnen,Besondere Wohnformen (stationär); Ambulant betreutes Wohnen,Betroffene,"Vor Ort; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6492,50d15b90-5f12-c345-8c8f-b8507e6cb8c0,Migrationsberatung München,Beratung,48.1326836,11.5744753,True,False,München,Angeb8827,F51191,updated Kleinigkeiten,False,False,False,,,,Corneliusstraße,2,,80469,,089 7167177-80,migrationsberatung@condrobs.de,www.condrobs.de/einrichtungen/mbe,"Beratung, Begleitung und Information für Zugewanderte Menschen",,Dienstag und Mittwoch 13 –  16 Uhr sowie nach Terminvereinbarung,,,,Condrobs,,redaktioncondrobs,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Flucht/Migration,Beratung,Allgemeine Beratung,Angehörige; Betroffene,Vor Ort; Online / Digital / Telefonisch,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6495,dd3f426b-f2e4-7745-8ecb-38b9851e26dd,Suchtberatung Pasing München,"Beratung,Wohnen",48.1483101,11.461294,True,False,München,Angeb8830,F51191,updated Kleinigkeiten,False,False,False,,,,Bäckerstraße,4,,81241,,089-8207568 0,pasing@condrobs.de,www.condrobs.de/einrichtungen/suchtberatungsstelle-pasing,"Suchthilfe, Nachsorge, betreutes Wohnen",,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Essstörung; Sucht; Psychische Probleme,Beratung; Wohnen,Allgemeine Beratung; Ambulant betreutes Wohnen,Angehörige; Betroffene,"Vor Ort; Online / Digital / Telefonisch; Bei Dir (""aufsuchend"")",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6503,163b37f7-34f9-ac45-9885-f398bc258ff0,Betreutes Wohnen Suchthilfe in Würzburg,Wohnen,49.79577525,9.939396000039679,True,False,Würzburg,Angeb8838,F51191,updated Kleinigkeiten,False,False,False,,,,Kapuzinerstraße ,19,,97070,,0931-730489 90,wuerzburg@condrobs.de,www.condrobs.de/einrichtungen/betreutes-wohnen-wuerzburg,Ambulant Betreutes Wohnen in der eigenen Wohnung,,Termine nach telefonischer Vereinbarung - Montag bis Freitag,,,,Condrobs,,redaktioncondrobs,,Nur Du,,,Deutsch,Sucht; Psychische Probleme,Wohnen,Ambulant betreutes Wohnen,Betroffene,"Bei Dir (""aufsuchend""); Vor Ort",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6507,37cbbe87-a45b-4acf-ba99-c374f85b0003,Beratungsstelle für Schwangerschaftskonflikte und Familienplanung Euskirchen,Beratung,50.6594742,6.7817064,True,False,Euskirchen,Angeb8842,F51273,updated Kleinigkeiten,False,False,True,ja,,,Gerberstraße ,49,,53879,,02251- 929225,bst218@frauen-helfen-frauen.eu,https://frauen-helfen-frauen.eu/schwangerschaftskonfliktberatung/,"Beratung rund um Schwangerschaft und Geburt, Beratung im Schwangerschaftskonflikt mit Ausstellung des Beratungsscheins, Beratung zu allen Fragen rund um Sexualität und Partnerschaft, Verhütung, unerfülltem Kinderwunsch, zur sexuellen Identität/Vielfalt   ",,,,,,,,frauenhelfenfrauen,,Nur Du; In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch; Englisch,Ehe-/Familien-/Lebensberatung; Sternenkinder/Sterneneltern; LGBTQIA+; Sexualität,Beratung,Allgemeine Beratung,Betroffene; Angehörige; Jugendliche; Erwachsene; genderdiverse Personen,Vor Ort; Online / Digital / Telefonisch,09:00:00-12:30:00,09:00:00-12:30:00,14:00:00-18:00:00,09:00:00-12:30:00,Geschlossen,Geschlossen,Geschlossen,,,,
6506,ecf1c311-0712-4eef-99e8-9bb026dbca84,Ambulant Betreutes Wohnen Eisenberg,"Beratung,Wohnen",50.96635,11.898219450071291,True,False,Eisenberg,Angeb8841,F14228,updated Kleinigkeiten,False,False,False,ja,,,Mühlenstraße,4,,07607,,036691862136,tagesstaette@wendepunkt-ev.net,https://wendepunkt-ev.net/ambulant-betreutes-wohnen,"Das Ambulant Betreute Wohnen des WENDEPUNKT e.V. bietet Assistenzleistungen als aufsuchendes Angebot im eigenen Wohnraum für Menschen mit Teilhabeeinschränkungen. Dabei werden individuelle Hilfen, entsprechend der persönlichen Bedarfe, in den Lebensbereichen: •	Wohnen •	Arbeit / Tagesstruktur •	Finanzen •	Gesundheit •	Sucht •	Soziale Beziehungen •	Lebenspraktische Kompetenzen •	Soziale Kompetenzen •	Freizeitgestaltung anlog der im Integrierten Teilhabeplan (ITP) gemeinsam mit den Assistenznehmer*innen vereinbarten Zielen angeboten. Gruppenangebote z.B. im Rahmen der Freizeitgestaltung, zum sozialen Kompetenztraining sind möglich. Kostenträger ist der örtliche Sozialhilfeträger (§ 113 Abs. 2 Nr. 2 i.V.m. §78 SGB IX Leistung zur sozialen Eingliederung im Rahmen der Hilfen zur Teilhabe am Leben in der Gemeinschaft).",,,,,,,,alexandraschenk,,Nur Du,,,Deutsch,Psychische Probleme; Sucht,Beratung; Wohnen,Ambulant betreutes Wohnen,Betroffene; Erwachsene,"Bei Dir (""aufsuchend""); Vor Ort",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6508,c349b362-40a3-4223-8d6e-1cfae6bdae79,Systemische Therapeutin Sanne Veltum,Psychotherapeutische Behandlung,51.3086481,9.484739506195197,True,False,Kassel,Angeb8843,,updated mehr,False,False,True,,,,Philosophenweg ,34,,34121,,0176 - 609 16 11 8,gesundheits@resilienzakademie.info,https://resilienzakademie.info/ueber-mich/,Sanne Veltum ist systemische Therapeutin mit Resilienzkursen und Angeboten der Klangtherapie. ,,,,,,,,lucyw,,Nur Du; In einer Gruppe,Durch Dich; Durch Krankenkasse (anteilig) möglich,,Deutsch,Achtsamkeit und Entspannung; Psychische Probleme,Psychotherapeutische Behandlung,Künstlerische Therapieformen; Systemische Therapie,Betroffene; Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6509,0baecb1d-47be-4d9d-b0ac-3d6c54e0bfd5,Ambulante Assistenz - Fachdienst für selbstbestimmtes Leben Morbach,"Freizeit- und Arbeitsangebote,Wohnen",49.80842693228677,7.121620010157823,True,False,Morbach,Angeb8844,F51276,updated Kleinigkeiten,False,False,True,ja,,,Birkenfelder Straße,30a,,54497,,065339582220,info@stp-web.de,https://www.stp-web.de/fachbereiche/ambulante-assistenz,"Ambulante Assistenz beim selbstbestimmten und eigenverantwortlichen Leben in der eigenen Wohnung, auch mit Partner*in oder mit der Familie.",,,,,,,,stp,,Nur Du; In einer Gruppe,,,Deutsch,Psychische Probleme,Wohnen; Freizeit- und Arbeitsangebote,Weitere Angebote,Betroffene; Erwachsene,"Bei Dir (""aufsuchend""); Vor Ort",Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6513,33925253-c0e9-4d20-85db-519a25a21d00,Krisenberatungsstelle Reutlingen  ,Beratung,48.4964275,9.212780042949909,True,False,Reutlingen,Angeb8848,F51283,updated mehr,False,False,True,,,,Karlstraße,28,,72764,,07121-44412,akl-reutlingen@ak-leben.de,https://www.akl-krisenberatung.de/beratung-und-begleitung/,,,,,,,,,alinar,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Depression; Suizid,Beratung,Krisendienste,Betroffene; Angehörige; Erwachsene,Online / Digital / Telefonisch; Vor Ort,10:00:00-13:00:00,15:00:00-18:00:00,10:00:00-13:00:00,15:00:00-18:00:00,Geschlossen,Geschlossen,Geschlossen,,,,
6505,a976d006-20d1-4831-83ca-af6d649a3ea9,Tagesstätte für psychisch Kranke mit Suchtproblemen Eisenberg,Freizeit- und Arbeitsangebote,50.96635,11.898219450071291,True,False,Eisenberg,Angeb8840,F14228,alles uptodate,False,False,False,ja,,,Mühlenstraße,4,,07607,,036691862136,tagesstaette@wendepunkt-ev.net,https://wendepunkt-ev.net/tagesstaette-fuer-suchtkranke,"Die Tagesstätte ist ein Angebot zur Tagesstrukturierung für Menschen mit chronischen psychischen Störungen und/oder Abhängigkeitserkrankungen.  Wesentliche Elemente sind die Einbindung in eine Gemeinschaft, die gemeinschaftliche Mittagsverpflegung, eine qualifizierte psychosoziale Betreuung (Beratung, Vermittlung, Krisenintervention), sowie Arbeits- und Beschäftigungsmöglichkeiten (Garten, Holzwerkstatt, Elektrogerätedemontage, Kerzen- und Nähwerkstatt, Hauswirtschaft, Küche, tiergestützte Angebote (z.B. Hühner, Hasen). Abgerundet wird das Angebot durch Sport, kognitives Training und Spiele (Dart, Kicker, Tischtennis, Boccia)), sowie Ausflüge, Feste und vieles mehr. Es besteht die Möglichkeit, den hausinternen Fahrdienst von/zur Tagesstätte zu nutzen. Interessierte können einen kostenlosen Schnuppertag vereinbaren. Gesetzliche Grundlage: Eingliederungshilfe nach §§ 90, 99, 102 SGB IX",,,,,,,,alexandraschenk,,In einer Gruppe,,,Deutsch,Psychische Probleme; Depression; Sucht; Arbeit,Freizeit- und Arbeitsangebote,(Beschäftigungs-)Tagesstätten,Betroffene; Erwachsene; Senior*innen,Vor Ort,07:00:00-15:00:00,07:00:00-15:00:00,07:00:00-15:00:00,07:00:00-15:00:00,07:00:00-15:00:00,Geschlossen,Geschlossen,,,,
6516,d6652cc1-cc04-4b3f-a7e9-d5b205e0d0ac,Online Peer-Beratung für junge Menschen bei (suizidalen) Krisen,Beratung,48.5205546,9.05913657454669,True,True,Tübingen,Angeb8851,F51283,updated Kleinigkeiten,False,False,True,ja,,,Österbergstraße,9,,72074,,07071-254 281,info@youth-life-line.de,https://www.youth-life-line.de/,Peer-to-Peer-Beratung von Jugendlichen und jungen Erwachsenen für Jugendliche und junge Erwachsene (bis 25 Jahre) in akuten Krisen.,,,,,,,,alinar,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Depression; Suizid,Beratung,Peer-Angebote; Krisendienste,Betroffene; Angehörige; Jugendliche; junge Erwachsene,Online / Digital / Telefonisch,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6510,d8acfd5f-68da-43d1-a6c7-f0021a064b71,Beratungsstelle HennaMond Köln,"Beratung,Freizeit- und Arbeitsangebote,Selbsthilfe,Weiterbildung",50.99450505,6.925373026572848,True,True,Köln,Angeb8845,F51280,alles uptodate,False,False,True,ja,,,Wilhelm-Sollmann-Str. ,103,,50737,,0221 16993101,info@hennamond-verein.de,https://hennamond.de/beratung/,"Wir beraten, begleiten und unterstützen Menschen die von familiärer Gewalt, Zwangsverheiratung und/oder sogenannten Ehrenmord/Femizid bedroht oder betroffen sind ",,,,,,,,hennamond,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch; Englisch; Türkisch; Arabisch,Sexuelle Gewalt; Gender; Migration; Interessensvertretungen,Beratung; Freizeit- und Arbeitsangebote; Selbsthilfe; Weiterbildung,Allgemeine Beratung; Krisendienste; Weitere Angebote,Betroffene; Angehörige; Beruflich Helfende; Jugendliche; Erwachsene,"Online / Digital / Telefonisch; Vor Ort; Bei Dir (""aufsuchend"")",10:00:00-13:00:00,10:00:00-13:00:00,10:00:00-13:00:00,10:00:00-13:00:00,10:00:00-13:00:00,Geschlossen,Geschlossen,,,Übersetzung möglich,
6518,7e4ee216-109b-4af8-beb4-e97b0fda31f2,Sekten-Info NRW Essen,"Beratung,Weiterbildung",51.4598189,7.01276161186386,True,False,Essen,Angeb8853,NR214,updated Kleinigkeiten,False,False,False,,,,Rottstr.,24,,45127,,0201234646,kontakt@sekten-info-nrw.de,https://www.sekten-info-nrw.de,"Information und Beratung zu neuen religiösen und ideologischen Gemeinschaften und Psychogruppen. Beratung zum weltanschaulichen Bereich, inklusive unseriöse Coaching- und Heilangebote. ",,,,,,,,sekten-info-nrw,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Ehe-/Familien-/Lebensberatung,Beratung; Weiterbildung,Allgemeine Beratung,Betroffene; Angehörige; Beruflich Helfende; Erwachsene,Online / Digital / Telefonisch,09:30:00-12:00:00,09:30:00-12:00:00,Geschlossen,09:30:00-12:00:00,09:30:00-12:00:00,Geschlossen,Geschlossen,,,,
6521,8a9f3dce-a046-4ee4-a091-55952b1a7e36,Werkstatt für behinderte Menschen WfbM - Berufliche Rehabilitation und Teilhabe in Neuss,"Freizeit- und Arbeitsangebote,Weiterbildung",51.184275150000005,6.68579347046928,True,False,Neuss,Angeb8856,F51290,alles uptodate,False,False,True,ja,,,Am Krausenbaum,11,,41464,,02131/9234-0,info@gwn-neuss.de,https://www.gwn-neuss.de,"Die GWN ist eine Einrichtung zur beruflichen Rehabilitation - Menschen mit unterschiedlichen Beeinträchtigungen, die nicht auf dem allgemeinen Arbeitsmarkt tätig sein können, werden in verschiedenen Berufsfelder in Arbeitsprozessen qualifiziert und dabei individuell unterstützt.",,,,,,,,gwn,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Arbeit; Psychische Probleme,Freizeit- und Arbeitsangebote; Weiterbildung,Arbeit und Ausbildung,Betroffene; Angehörige; Beruflich Helfende; Erwachsene; junge Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,Einfache Sprache; Rollstuhlgerecht; Angebote für sehgeschädigte Menschen; Angebote für hörgeschädigte Menschen,
6520,13541501-f412-4bc3-b395-0c0d33045014,Werkstatt für behinderte Menschen WfbM - Berufliche Rehabilitation und Teilhabe in Neuss,"Freizeit- und Arbeitsangebote,Weiterbildung",51.1390924,6.7527045,True,False,Neuss,Angeb8855,F51290,alles uptodate,False,False,True,ja,,,Am Henselsgraben,3,,41470,,02131/9234-0,info@gwn-neuss.de,https://www.gwn-neuss.de,"Die GWN ist eine Einrichtung zur beruflichen Rehabilitation - Menschen mit unterschiedlichen Beeinträchtigungen, die nicht auf dem allgemeinen Arbeitsmarkt tätig sein können, werden in verschiedenen Berufsfelder in Arbeitsprozessen qualifiziert und dabei individuell unterstützt.",,,,,,,,gwn,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Arbeit; Psychische Probleme,Freizeit- und Arbeitsangebote; Weiterbildung,Arbeit und Ausbildung,Betroffene; Angehörige; Beruflich Helfende; Erwachsene; junge Erwachsene,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,Einfache Sprache; Rollstuhlgerecht; Angebote für sehgeschädigte Menschen; Angebote für hörgeschädigte Menschen,
6523,03424655-5d97-4cbf-ade1-55f88eb93422,Angst- und Depressions Selbsthilfegruppe Regenbogen Hameln,Selbsthilfe,52.100949099999994,9.371745357726901,True,False,Hameln,Angeb8858,,updated Kleinigkeiten,False,False,False,ja,,,Kaiserstr.,80,Kaisers,31785,,017672520324,selbsthilfe-hameln@gmx.de,https://www.selbsthilfe-hameln.de,"Angst- und Depressions Selbsthilfegruppe Regenbogen, von Betroffene für Betroffene",,,,,,,,shgregenbogen,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Burnout; Depression; Angst/Angststörung,Selbsthilfe,Selbsthilfegruppen und -projekte,Betroffene; Erwachsene; junge Erwachsene,Vor Ort,18:00:00-20:00:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,Einfache Sprache; Rollstuhlgerecht,
6514,f7ef0ebb-8e90-44bd-873b-15be608b8e07,Krisenberatungsstelle Tübingen,Beratung,48.52038640000001,9.058633543199228,True,False,Tübingen,Angeb8849,,updated mehr,False,False,True,ja,,, Österbergstraße ,4,,72074,,07071-922 10,akl-tuebingen@ak-leben.de,https://www.akl-krisenberatung.de/beratung-und-begleitung/,,,,,,,,,alinar,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Depression; Suizid,Beratung,Krisendienste,Betroffene; Angehörige; Erwachsene,Online / Digital / Telefonisch; Vor Ort,Geschlossen,10:00:00-13:00:00,15:00:00-17:00:00,10:00:00-13:00:00,10:00:00-13:00:00,Geschlossen,Geschlossen,,,,
6512,a0c8bd74-a269-40e9-858d-9bec1ef39274,Krisenbegleitung Freiburg im Breisgau,Beratung,47.9889938,7.8529669,True,False,Freiburg im Breisgau,Angeb8847,F51283,updated Kleinigkeiten,False,False,False,ja,,,Talstraße,29,,79102,,0761-33388,akl-freiburg@ak-leben.de,https://www.ak-leben.de/ueber-uns/krisenbegleitung.html,"Krisenbegleitung in der suizidalen Krise für selbst Betroffene, Angehörige und Besorgte",,,,,,,,alinar,,Nur Du,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme; Depression; Suizid,Beratung,Krisendienste,Betroffene; Angehörige; Erwachsene,"Online / Digital / Telefonisch; Vor Ort; Bei Dir (""aufsuchend"")",10:00:00-13:00:00,14:00:00-16:00:00,10:00:00-13:00:00,14:00:00-16:00:00,10:00:00-13:00:00,Geschlossen,Geschlossen,,,,
6525,f538f462-4a40-4b7f-a1ed-93637a60067a,ADHS Selbsthilfegruppe Weingarten (Baden),Selbsthilfe,49.0528049,8.522160831399002,True,False,Weingarten,Angeb8860,Absg_01,updated mehr,False,False,True,ja,,,Wilzerstr.,28,,76356,,07244 5580201,rg.weingarten-baden@adhs-deutschland.de,https://adhs-deutschland.de/node/2417,Selbsthilfegruppe für Eltern von Kindern mit ADHS,,,,,,,,.adhs1,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Selbsthilfe,Selbsthilfegruppen und -projekte,Betroffene,Vor Ort,14:00:00-18:00:00,14:00:00-18:00:00,14:00:00-18:00:00,14:00:00-18:00:00,14:00:00-18:00:00,Geschlossen,Geschlossen,,,,
6527,c8f9a3d7-4e5b-4733-831c-5142af77e17d,Café Sophie,Freizeit- und Arbeitsangebote,53.06402075,8.94029356482675,True,False,Bremen,Angeb8862,AT-292,,False,False,False,,,,Züricher Straße,40,,28325,,0421 408 1723,,https://kulturambulanz.de/kulturambulanz/cafe-sophie.php,"Das Café Sophie ist ein inklusiver Ort – offen für alle. 
 Betrieben wird das Café von Patient:innen und Therapeut:innen der Klinik für Psychiatrie und Psychotherapie am Klinikum Bremen-Ost. Als geschützter arbeitstherapeutischer Bereich ermöglicht es Menschen, kleine und große Schritte zurück ins pralle Leben und in den Arbeitsmarkt zu machen, Ideen einzubringen und gemeinsam Neues zu entwickeln.",,"MO 12:00 – 17:00 Uhr, DI 12:00 – 17:00 Uhr, MI 12:00 – 17:00 Uhr, DO 12:00 – 17:00 Uhr, SO 12:00 – 17:00 Uhr",,,,PsychnaviHB,Api-dotnet,,,,,,Deutsch,Psychische Probleme,Freizeit- und Arbeitsangebote,,Betroffene; Angehörige,,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
6526,7373da6a-3da2-4cd4-96e3-a22cabe58bf1,ADHS Selbsthilfegruppe für Erwachsene Stuttgart Untertürkheim,Selbsthilfe,48.77828524738019,9.251445444955268,True,False,Stuttgart,Angeb8861,Absg_01,updated Kleinigkeiten,False,False,False,ja,,,Großglocknerstraße,390,,70327,,0711 25274613,info@adhs-selbsthilfe-stuttgart.de,https://adhs-selbsthilfe-stuttgart.de,"Selbsthilfegruppe für Erwachsene mit ADHS  / Angehörige von Erwachsenen mit ADHS / Eltern (Kontaktaufnahme möglichst per Formular der Webseite) (Die angegebene Adresse ist nur in der Nähe - richtige Adresse wird nach Kontakt bekannt gegeben)",,,,,,,,nicolet,,In einer Gruppe,Es entstehen keine Kosten / kostenlos,,Deutsch,Psychische Probleme,Selbsthilfe,Selbsthilfegruppen und -projekte,Betroffene; Angehörige; Erwachsene; junge Erwachsene; Studierende,Vor Ort,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,,,,
